"resource","consumer","res.taxonomic_name","res.m","res.network","res.o.net","res.site","res.n","res.phylum","res.class","res.order","res.family","res.genus","res.resolved.to","con.taxonomic_name","con.m","con.network","con.o.net","con.site","con.n","con.phylum","con.class","con.order","con.family","con.genus","con.resolved.to","res.method","con.method","N.records","linkevidence","source.id"
"Ostracoda","Acari","Ostracoda",0.014,"UP.KERN","KERN","10034",12,"Arthropoda","Ostracoda",,,,"Class","Acari",0.1,"UP.KERN","KERN","10034",296,"Arthropoda","Arachnida",,,,"Class","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Ostracoda","Chironomidae","Ostracoda",0.014,"UP.KERN","KERN","10034",12,"Arthropoda","Ostracoda",,,,"Class","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Ostracoda","Ostracoda","Ostracoda",0.014,"UP.KERN","KERN","10034",12,"Arthropoda","Ostracoda",,,,"Class","Ostracoda",0.014,"UP.KERN","KERN","10034",12,"Arthropoda","Ostracoda",,,,"Class","exact","exact",4,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Pisidium","Oligochaeta","Pisidium",0.102405857,"UP.KERN","KERN","10034",36,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium","Genus","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Callibaetis","Benthic.producers",0.001,"LO.KERN","KERN","10034",1,,,,"Benthic.producers",,"Family","Callibaetis",3.974439309,"UP.KERN","KERN","10034",16,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Callibaetis","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Chironomidae","Benthic.producers",0.001,"LO.KERN","KERN","10034",1,,,,"Benthic.producers",,"Family","Chironomidae",0.95630662,"UP.KERN","KERN","10034",588,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Dicosmoecus","Benthic.producers",0.001,"LO.KERN","KERN","10034",1,,,,"Benthic.producers",,"Family","Dicosmoecus",7.071423253,"UP.KERN","KERN","10034",6,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Dicosmoecus","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Oligochaeta","Benthic.producers",0.001,"LO.KERN","KERN","10034",1,,,,"Benthic.producers",,"Family","Oligochaeta",0.506640431,"UP.KERN","KERN","10034",16,"Annelida","Clitellata",,,,"Subclass","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Ostracoda","Benthic.producers",0.001,"LO.KERN","KERN","10034",1,,,,"Benthic.producers",,"Family","Ostracoda",0.014,"UP.KERN","KERN","10034",12,"Arthropoda","Ostracoda",,,,"Class","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Pelagic.producers","Pisidium","Pelagic.producers",0.001,"LO.KERN","KERN","10034",1,,,,"Pelagic.producers",,"Family","Pisidium",0.102405857,"UP.KERN","KERN","10034",36,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
